Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL48,OUT018,657.8721747840432
FDC48,OUT027,2756.411825942831
FDA36,OUT017,3012.7433991090834
FDM24,OUT049,2496.634157335627
FDD48,OUT010,68.73456656993767
FDW12,OUT035,2409.0490184433343
FDC37,OUT027,3151.715130697386
FDZ36,OUT045,3052.338254907846
FDK60,OUT017,1688.6792205419615
FDG12,OUT046,2045.1180535939718
FDX24,OUT013,1576.1552339132563
FDS60,OUT027,4197.250969254503
FDC60,OUT049,1530.7344233504027
FDA48,OUT018,3124.994324658661
FDZ36,OUT027,4335.835669575033
FDW23,OUT018,452.18478470332684
FDW60,OUT018,2578.3042148026843
FDY59,OUT010,-268.69003843557357
FDR60,OUT049,1321.291560610493
FDV24,OUT013,2419.483633198342
FDZ48,OUT010,-14.028215104623996
FDS24,OUT027,2875.7153921644594
FDS48,OUT045,2484.2702875023633
FDM60,OUT010,-1007.011643533101
FDV24,OUT017,2447.1951679422978
FDS12,OUT027,3384.6258216455453
FDP12,OUT027,2125.9292662836606
FDV24,OUT046,2397.080701500666
FDW36,OUT017,1724.876739983283
FDA36,OUT018,2672.637751416135
FDU48,OUT045,2152.5264484537265
FDH12,OUT035,1758.4424969961115
FDI12,OUT013,1484.6519258726091
FDY24,OUT019,-935.7284232287075
FDY24,OUT017,1049.0646861065443
FDQ12,OUT010,1729.8389778747885
FDS48,OUT017,2433.4032909940834
FDU24,OUT045,1654.1082499408287
FDG12,OUT035,2039.6317319149905
FDZ59,OUT046,2639.9336519929707
FDQ60,OUT045,2044.0047417616547
FDV12,OUT049,1726.7683859661913
FDM24,OUT018,2143.349330870563
FDQ24,OUT049,3922.975833682792
FDA48,OUT049,3491.6457381746222
FDN60,OUT049,2529.2941822457715
FDP60,OUT018,1359.1319375506566
FDY24,OUT045,1100.3937926272451
FDW12,OUT019,481.12091748747844
FDX48,OUT027,3882.316722900011
FDR36,OUT046,784.3311664736821
FDX12,OUT018,3509.6892574086787
FDN24,OUT049,980.8907297098121
FDB60,OUT045,3176.05808959714
FDR12,OUT049,2828.765192861259
FDW60,OUT049,2894.49563926541
FDJ36,OUT017,1694.0197675326272
FDW36,OUT046,1751.411194287227
FDP12,OUT018,469.6216459807288
FDU60,OUT018,2399.787163313199
FDT36,OUT035,726.4065086945047
FDD36,OUT035,1963.1641307092139
FDR24,OUT049,1572.8620164823537
FDE36,OUT019,758.9373997077782
