Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL48,OUT018,711.0628208695651
FDC48,OUT027,2517.8820884848483
FDA36,OUT017,2778.989277999998
FDM24,OUT049,2490.5268867052027
FDD48,OUT010,281.48208181818165
FDW12,OUT035,2490.5268867052027
FDC37,OUT027,2517.8820884848483
FDZ36,OUT045,3387.2047231707284
FDK60,OUT017,1559.3429752688173
FDG12,OUT046,2282.978881481481
FDX24,OUT013,1498.2394086206893
FDS60,OUT027,5329.314724444445
FDC60,OUT049,1335.1786749999999
FDA48,OUT018,3327.9525829268287
FDZ36,OUT027,5329.314724444445
FDW23,OUT018,507.0464036697249
FDW60,OUT018,2888.4910101123596
FDY59,OUT010,219.21852093023253
FDR60,OUT049,1335.1786749999999
FDV24,OUT013,2490.5268867052027
FDZ48,OUT010,281.48208181818165
FDS24,OUT027,2517.8820884848483
FDS48,OUT045,2660.950403030301
FDM60,OUT010,92.67548155339804
FDV24,OUT017,2490.5268867052027
FDS12,OUT027,3242.0620715328473
FDP12,OUT027,1378.2631852760742
FDV24,OUT046,2490.5268867052027
FDW36,OUT017,1548.6861522123895
FDA36,OUT018,2778.989277999998
FDU48,OUT045,1864.5118683333333
FDH12,OUT035,1548.6861522123895
FDI12,OUT013,1441.411082758621
FDY24,OUT019,165.9185816513761
FDY24,OUT017,795.246676422764
FDQ12,OUT010,584.7577647727271
FDS48,OUT017,2660.950403030301
FDU24,OUT045,1335.1786749999999
FDG12,OUT035,1800.1922229508195
FDZ59,OUT046,2611.459542342343
FDQ60,OUT045,1800.1922229508195
FDV12,OUT049,1559.3429752688173
FDM24,OUT018,2232.84702184874
FDQ24,OUT049,4027.3409749999983
FDA48,OUT049,3731.420335025379
FDN60,OUT049,2894.2207107142863
FDP60,OUT018,1372.6884907407411
FDY24,OUT045,933.6314425287355
FDW12,OUT019,346.89728372093043
FDX48,OUT027,4117.3177126315795
FDR36,OUT046,677.1027476190475
FDX12,OUT018,3327.9525829268287
FDN24,OUT049,933.6314425287355
FDB60,OUT045,2793.8219167785232
FDR12,OUT049,3104.1898299065438
FDW60,OUT049,2551.843596747968
FDJ36,OUT017,1784.4287381818178
FDW36,OUT046,1548.6861522123895
FDP12,OUT018,507.0464036697249
FDU60,OUT018,2232.84702184874
FDT36,OUT035,583.8145788617887
FDD36,OUT035,1800.1922229508195
FDR24,OUT049,1335.1786749999999
FDE36,OUT019,425.93559145299173
FDI24,OUT017,2888.4910101123596
FDA11,OUT019,219.21852093023253
FDU48,OUT018,1752.252440000001
FDY12,OUT045,796.6660672268905
FDU60,OUT017,2453.7477006993013
FDH12,OUT013,1548.6861522123895
FDR24,OUT018,1335.1786749999999
FDW24,OUT017,711.0628208695651
FDU24,OUT035,1559.3429752688173
FDW36,OUT018,1372.6884907407411
FDE24,OUT019,346.89728372093043
FDC60,OUT045,1335.1786749999999
FDL36,OUT013,1441.411082758621
FDZ48,OUT035,1548.6861522123895
FDR12,OUT035,2894.2207107142863
FDX23,OUT049,1559.3429752688173
FDT60,OUT027,3242.0620715328473
FDS12,OUT046,2065.1831122807016
FDP12,OUT013,507.0464036697249
FDU48,OUT027,3242.0620715328473
FDB12,OUT045,1784.4287381818178
FDQ60,OUT046,2140.5192583333323
FDR60,OUT045,1226.186061386138
FDI36,OUT017,3105.0415249999996
FDJ36,OUT013,1784.4287381818178
FDZ60,OUT046,1548.6861522123895
FDX48,OUT013,2660.950403030301
FDZ12,OUT027,3242.0620715328473
FDU36,OUT017,1559.3429752688173
