Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL48,OUT018,2181.288913575035
FDC48,OUT027,2181.288913575035
FDA36,OUT017,2181.288913575035
FDM24,OUT049,2181.288913575035
FDD48,OUT010,2181.288913575035
FDW12,OUT035,2181.288913575035
FDC37,OUT027,2181.288913575035
FDZ36,OUT045,2181.288913575035
FDK60,OUT017,2181.288913575035
FDG12,OUT046,2181.288913575035
FDX24,OUT013,2181.288913575035
FDS60,OUT027,2181.288913575035
FDC60,OUT049,2181.288913575035
FDA48,OUT018,2181.288913575035
FDZ36,OUT027,2181.288913575035
FDW23,OUT018,2181.288913575035
FDW60,OUT018,2181.288913575035
FDY59,OUT010,2181.288913575035
FDR60,OUT049,2181.288913575035
FDV24,OUT013,2181.288913575035
FDZ48,OUT010,2181.288913575035
FDS24,OUT027,2181.288913575035
FDS48,OUT045,2181.288913575035
FDM60,OUT010,2181.288913575035
FDV24,OUT017,2181.288913575035
FDS12,OUT027,2181.288913575035
FDP12,OUT027,2181.288913575035
FDV24,OUT046,2181.288913575035
FDW36,OUT017,2181.288913575035
FDA36,OUT018,2181.288913575035
FDU48,OUT045,2181.288913575035
FDH12,OUT035,2181.288913575035
FDI12,OUT013,2181.288913575035
FDY24,OUT019,2181.288913575035
FDY24,OUT017,2181.288913575035
FDQ12,OUT010,2181.288913575035
FDS48,OUT017,2181.288913575035
FDU24,OUT045,2181.288913575035
FDG12,OUT035,2181.288913575035
FDZ59,OUT046,2181.288913575035
FDQ60,OUT045,2181.288913575035
FDV12,OUT049,2181.288913575035
FDM24,OUT018,2181.288913575035
FDQ24,OUT049,2181.288913575035
FDA48,OUT049,2181.288913575035
FDN60,OUT049,2181.288913575035
FDP60,OUT018,2181.288913575035
FDY24,OUT045,2181.288913575035
FDW12,OUT019,2181.288913575035
FDX48,OUT027,2181.288913575035
FDR36,OUT046,2181.288913575035
FDX12,OUT018,2181.288913575035
FDN24,OUT049,2181.288913575035
FDB60,OUT045,2181.288913575035
FDR12,OUT049,2181.288913575035
FDW60,OUT049,2181.288913575035
FDJ36,OUT017,2181.288913575035
FDW36,OUT046,2181.288913575035
FDP12,OUT018,2181.288913575035
FDU60,OUT018,2181.288913575035
FDT36,OUT035,2181.288913575035
FDD36,OUT035,2181.288913575035
FDR24,OUT049,2181.288913575035
FDE36,OUT019,2181.288913575035
FDI24,OUT017,2181.288913575035
FDA11,OUT019,2181.288913575035
FDU48,OUT018,2181.288913575035
FDY12,OUT045,2181.288913575035
FDU60,OUT017,2181.288913575035
