Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL48,OUT018,574.0
FDC48,OUT027,2768.0
FDA36,OUT017,3092.0
FDM24,OUT049,2484.0
FDD48,OUT010,-72.0
FDW12,OUT035,2382.0
FDC37,OUT027,3188.0
FDZ36,OUT045,2988.0
FDK60,OUT017,1712.0
FDG12,OUT046,2048.0
FDX24,OUT013,1520.0
FDS60,OUT027,4288.0
FDC60,OUT049,1476.0
FDA48,OUT018,3180.0
FDZ36,OUT027,4432.0
FDW23,OUT018,364.0
FDW60,OUT018,2576.0
FDY59,OUT010,-388.0
FDR60,OUT049,1268.0
FDV24,OUT013,2426.0
FDZ48,OUT010,-142.0
FDS24,OUT027,2896.0
FDS48,OUT045,2402.0
FDM60,OUT010,-1204.0
FDV24,OUT017,2518.0
FDS12,OUT027,3462.0
FDP12,OUT027,2104.0
FDV24,OUT046,2446.0
FDW36,OUT017,1790.0
FDA36,OUT018,2682.0
FDU48,OUT045,2102.0
FDH12,OUT035,1716.0
FDI12,OUT013,1434.0
FDY24,OUT019,-1056.0
FDY24,OUT017,1048.0
FDQ12,OUT010,1716.0
FDS48,OUT017,2528.0
FDU24,OUT045,1536.0
FDG12,OUT035,1988.0
FDZ59,OUT046,2694.0
FDQ60,OUT045,1938.0
FDV12,OUT049,1676.0
FDM24,OUT018,2132.0
FDQ24,OUT049,3992.0
FDA48,OUT049,3546.0
FDN60,OUT049,2532.0
FDP60,OUT018,1312.0
FDY24,OUT045,938.0
FDW12,OUT019,398.0
FDX48,OUT027,3948.0
FDR36,OUT046,748.0
FDX12,OUT018,3558.0
FDN24,OUT049,908.0
FDB60,OUT045,3120.0
FDR12,OUT049,2824.0
FDW60,OUT049,2890.0
FDJ36,OUT017,1778.0
FDW36,OUT046,1758.0
FDP12,OUT018,366.0
FDU60,OUT018,2400.0
FDT36,OUT035,638.0
FDD36,OUT035,1918.0
FDR24,OUT049,1512.0
FDE36,OUT019,692.0
FDI24,OUT017,2886.0
FDA11,OUT019,-424.0
FDU48,OUT018,1814.0
FDY12,OUT045,864.0
FDU60,OUT017,2834.0
FDH12,OUT013,1724.0
FDR24,OUT018,1218.0
FDW24,OUT017,950.0
FDU24,OUT035,1580.0
FDW36,OUT018,1380.0
FDE24,OUT019,354.0
FDC60,OUT045,1492.0
FDL36,OUT013,1472.0
FDZ48,OUT035,1828.0
FDR12,OUT035,2780.0
FDX23,OUT049,1602.0
