Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL48,OUT018,744.1048284209512
FDC48,OUT027,2185.58708485368
FDA36,OUT017,3113.728130253072
FDM24,OUT049,2462.326256675729
FDD48,OUT010,267.8651355450263
FDW12,OUT035,2479.304151316559
FDC37,OUT027,2885.9908328025463
FDZ36,OUT045,3122.9477475674594
FDK60,OUT017,1540.955866689811
FDG12,OUT046,2079.1205557061985
FDX24,OUT013,1457.3226015277976
FDS60,OUT027,4785.871809445531
FDC60,OUT049,1357.1143113502094
FDA48,OUT018,3403.9448364217324
FDZ36,OUT027,5185.197532169204
FDW23,OUT018,598.555808329418
FDW60,OUT018,2803.9726032809813
FDY59,OUT010,230.8282914149659
FDR60,OUT049,1271.4471042974399
FDV24,OUT013,2406.2535013747806
FDZ48,OUT010,258.4483452760985
FDS24,OUT027,2543.8181486399453
FDS48,OUT045,2527.544038930824
FDM60,OUT010,130.8917075616151
FDV24,OUT017,2454.5970011554055
FDS12,OUT027,2989.0267375407957
FDP12,OUT027,1014.652222670495
FDV24,OUT046,2463.0619644377916
FDW36,OUT017,1650.548820698368
FDA36,OUT018,3004.427164449515
FDU48,OUT045,2032.23023297403
FDH12,OUT035,1649.489993920486
FDI12,OUT013,1408.3594526210345
FDY24,OUT019,130.8917075616151
FDY24,OUT017,862.7642980450229
FDQ12,OUT010,576.3247992571534
FDS48,OUT017,2514.1046548901168
FDU24,OUT045,1446.4199618791013
FDG12,OUT035,1982.0425598886231
FDZ59,OUT046,2556.3334096110193
FDQ60,OUT045,1932.4202585834507
FDV12,OUT049,1562.4244710353378
FDM24,OUT018,2368.6591903870317
FDQ24,OUT049,4039.423322210136
FDA48,OUT049,3635.273282550053
FDN60,OUT049,2570.1640673570937
FDP60,OUT018,1552.4716115994133
FDY24,OUT045,898.4284692188816
FDW12,OUT019,340.39490176317685
FDX48,OUT027,4126.436021421348
FDR36,OUT046,667.2893345974048
FDX12,OUT018,3642.02910802273
FDN24,OUT049,887.8792505480045
FDB60,OUT045,3073.2359290191685
FDR12,OUT049,2887.5836014694332
FDW60,OUT049,2919.164489747085
FDJ36,OUT017,1647.4701426026836
